@relation loan_default_reduced_sampled_training-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute loan_limit {cf,ncf}
@attribute loan_type {type1,type2,type3}
@attribute business_or_commercial {nob/c,b/c}
@attribute Neg_ammortization {not_neg,neg_amm}
@attribute lump_sum_payment {not_lpsm,lpsm}
@attribute income numeric
@attribute co-applicant_credit_type {EXP,CIB}
@attribute submission_of_application {to_inst,not_inst}
@attribute LTV numeric
@attribute dtir1 numeric
@attribute Status {no,yes}

@data
cf,type2,b/c,not_neg,not_lpsm,7440,EXP,not_inst,97.779923,43,no
ncf,type1,nob/c,not_neg,not_lpsm,4860,EXP,to_inst,77.412281,30,no
cf,type1,nob/c,not_neg,not_lpsm,2520,EXP,to_inst,69.957983,40,no
cf,type1,nob/c,not_neg,not_lpsm,6480,CIB,to_inst,69.589552,42,no
cf,type1,nob/c,not_neg,not_lpsm,6840,EXP,to_inst,90.570175,36,no
cf,type1,nob/c,not_neg,not_lpsm,12660,CIB,not_inst,48.211447,37,no
cf,type1,nob/c,not_neg,not_lpsm,5160,EXP,to_inst,85.348361,53,no
cf,type1,nob/c,not_neg,not_lpsm,6480,EXP,to_inst,80.032468,37,no
cf,type1,nob/c,neg_amm,not_lpsm,7560,EXP,to_inst,72.651007,35,no
cf,type1,nob/c,not_neg,not_lpsm,7680,CIB,not_inst,89.296407,48,no
ncf,type2,b/c,not_neg,not_lpsm,900,CIB,to_inst,80.092593,48,no
cf,type3,nob/c,not_neg,not_lpsm,3840,CIB,to_inst,98.986486,27,no
cf,type2,b/c,not_neg,not_lpsm,5640,EXP,not_inst,97.181373,54,no
cf,type1,nob/c,not_neg,not_lpsm,3000,EXP,to_inst,61.792453,41,no
cf,type1,nob/c,not_neg,not_lpsm,13380,EXP,to_inst,79.241645,42,no
cf,type1,nob/c,not_neg,not_lpsm,4500,CIB,to_inst,75.072674,57,no
cf,type1,nob/c,not_neg,not_lpsm,12600,EXP,not_inst,75.122549,30,no
cf,type1,nob/c,not_neg,not_lpsm,9540,EXP,not_inst,86.710037,32,no
cf,type1,nob/c,not_neg,not_lpsm,5160,CIB,not_inst,79.575893,39,no
cf,type1,nob/c,not_neg,not_lpsm,10200,CIB,not_inst,29.706175,29,no
cf,type1,nob/c,not_neg,not_lpsm,6000,CIB,not_inst,63.923267,48,no
cf,type3,nob/c,not_neg,not_lpsm,4680,CIB,to_inst,60.658915,30,no
cf,type1,nob/c,not_neg,not_lpsm,9060,EXP,not_inst,69.265233,36,no
cf,type1,nob/c,not_neg,not_lpsm,9660,CIB,not_inst,92.052469,46,no
cf,type1,nob/c,not_neg,not_lpsm,3000,CIB,to_inst,94.471154,51,no
ncf,type1,nob/c,not_neg,not_lpsm,7260,CIB,to_inst,80.570652,44,no
cf,type1,nob/c,not_neg,not_lpsm,15540,CIB,not_inst,29.533153,20,no
cf,type1,nob/c,neg_amm,not_lpsm,4620,CIB,to_inst,93.994413,45,no
cf,type1,nob/c,not_neg,not_lpsm,12300,CIB,to_inst,70.833333,20,no
cf,type1,nob/c,not_neg,not_lpsm,18180,EXP,to_inst,75.935374,14,no
cf,type1,nob/c,not_neg,not_lpsm,3180,CIB,not_inst,66.108247,49,no
?,type2,b/c,not_neg,not_lpsm,13020,EXP,to_inst,78.110048,43,no
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,to_inst,56.294964,38,no
cf,type1,nob/c,not_neg,not_lpsm,6600,EXP,not_inst,94.454225,45,no
cf,type1,nob/c,neg_amm,not_lpsm,6360,EXP,to_inst,58.217993,43,no
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,not_inst,35.091743,42,no
cf,type1,nob/c,not_neg,not_lpsm,2700,CIB,to_inst,83.244681,49,no
cf,type1,nob/c,neg_amm,not_lpsm,6300,CIB,not_inst,75.102459,46,no
cf,type2,b/c,neg_amm,not_lpsm,4680,CIB,to_inst,99.460432,49,no
?,type1,nob/c,not_neg,not_lpsm,5640,CIB,to_inst,90.570175,12,no
cf,type1,nob/c,not_neg,not_lpsm,10140,CIB,to_inst,58.676093,20,no
cf,type1,nob/c,not_neg,not_lpsm,7680,EXP,not_inst,79.775943,47,no
cf,type2,b/c,neg_amm,not_lpsm,8880,CIB,to_inst,85.071942,59,no
cf,type3,nob/c,not_neg,not_lpsm,6180,CIB,to_inst,45.244565,58,no
cf,type1,nob/c,not_neg,not_lpsm,5520,EXP,to_inst,61.546185,43,no
cf,type1,nob/c,not_neg,not_lpsm,3780,CIB,to_inst,62.126866,37,no
cf,type1,nob/c,not_neg,not_lpsm,4560,CIB,to_inst,50.811688,31,no
cf,type2,b/c,not_neg,not_lpsm,4800,EXP,not_inst,94.191919,36,no
cf,type1,nob/c,not_neg,not_lpsm,4980,CIB,not_inst,52.367424,39,no
cf,type1,nob/c,not_neg,not_lpsm,16500,EXP,to_inst,72.418478,31,no
cf,type1,nob/c,not_neg,not_lpsm,14520,EXP,not_inst,78.846154,22,no
cf,type2,b/c,not_neg,not_lpsm,2400,CIB,to_inst,80.092593,33,no
cf,type1,nob/c,not_neg,not_lpsm,4860,CIB,to_inst,79.454023,39,no
cf,type1,nob/c,not_neg,not_lpsm,4500,EXP,to_inst,67.857143,49,no
cf,type1,nob/c,not_neg,not_lpsm,6000,EXP,to_inst,46.710526,47,no
cf,type2,b/c,not_neg,lpsm,3900,CIB,to_inst,94.191919,24,no
cf,type1,nob/c,neg_amm,not_lpsm,1620,CIB,to_inst,67.405063,44,no
cf,type1,nob/c,neg_amm,not_lpsm,8220,EXP,not_inst,69.572025,47,no
cf,type1,nob/c,not_neg,not_lpsm,10020,EXP,not_inst,76.515152,38,no
cf,type3,nob/c,not_neg,not_lpsm,3840,EXP,to_inst,112.5,30,no
cf,type1,nob/c,not_neg,not_lpsm,8340,EXP,to_inst,73.695055,34,no
cf,type1,nob/c,not_neg,not_lpsm,11520,CIB,not_inst,73.867314,35,no
cf,type1,nob/c,not_neg,not_lpsm,4980,EXP,to_inst,55.482456,22,no
cf,type1,nob/c,not_neg,not_lpsm,15720,EXP,not_inst,74.525316,20,no
cf,type1,nob/c,not_neg,not_lpsm,3780,CIB,to_inst,68.229167,43,no
cf,type1,nob/c,not_neg,not_lpsm,7560,CIB,to_inst,75.082237,31,no
cf,type1,nob/c,not_neg,not_lpsm,4020,CIB,not_inst,65.939597,35,no
ncf,type1,nob/c,not_neg,not_lpsm,25020,EXP,not_inst,75.032723,37,no
?,type1,nob/c,not_neg,not_lpsm,6360,EXP,not_inst,45.31759,41,no
cf,type1,nob/c,not_neg,not_lpsm,7800,EXP,to_inst,77.979651,36,no
cf,type1,nob/c,not_neg,not_lpsm,13440,EXP,not_inst,62.266355,34,no
cf,type1,nob/c,not_neg,not_lpsm,2280,CIB,to_inst,26.955307,21,no
cf,type3,nob/c,not_neg,not_lpsm,7740,CIB,not_inst,101.253687,44,no
cf,type1,nob/c,not_neg,not_lpsm,2460,CIB,to_inst,59.33908,41,no
cf,type1,nob/c,not_neg,not_lpsm,11640,CIB,to_inst,35.576923,13,no
cf,type1,nob/c,not_neg,not_lpsm,8100,EXP,to_inst,93.445122,28,no
cf,type2,b/c,not_neg,not_lpsm,4680,EXP,not_inst,99.568966,39,no
cf,type1,nob/c,not_neg,not_lpsm,5880,CIB,to_inst,79.653285,37,no
cf,type1,nob/c,not_neg,not_lpsm,6900,EXP,to_inst,41.64604,23,no
cf,type1,nob/c,not_neg,not_lpsm,7020,EXP,not_inst,75.793651,30,no
cf,type1,nob/c,not_neg,not_lpsm,7440,CIB,not_inst,49.357877,47,no
cf,type1,nob/c,not_neg,not_lpsm,7260,CIB,to_inst,40.335052,36,no
cf,type1,nob/c,not_neg,not_lpsm,5040,EXP,to_inst,69.054878,35,no
cf,type1,nob/c,not_neg,not_lpsm,6660,EXP,to_inst,69.69914,44,no
ncf,type1,nob/c,not_neg,not_lpsm,4200,EXP,to_inst,11.577869,37,no
cf,type2,b/c,not_neg,not_lpsm,7140,EXP,not_inst,97.248804,33,no
cf,type1,nob/c,not_neg,not_lpsm,4560,CIB,not_inst,81.478102,49,no
cf,type1,nob/c,not_neg,not_lpsm,2100,CIB,to_inst,98.469388,49,no
cf,type1,nob/c,not_neg,not_lpsm,8460,EXP,not_inst,74.721448,41,no
ncf,type1,nob/c,not_neg,not_lpsm,4920,CIB,not_inst,84.514925,21,no
cf,type1,nob/c,not_neg,not_lpsm,2400,CIB,to_inst,47.881356,44,no
cf,type2,b/c,not_neg,not_lpsm,3480,EXP,to_inst,96.006944,47,no
cf,type1,nob/c,not_neg,not_lpsm,8040,CIB,not_inst,95.091324,42,no
cf,type2,b/c,not_neg,not_lpsm,4140,CIB,not_inst,99.592391,45,no
cf,type1,nob/c,not_neg,not_lpsm,7860,EXP,to_inst,79.522613,40,no
cf,type1,nob/c,not_neg,not_lpsm,4560,EXP,to_inst,81.804734,39,no
cf,type1,nob/c,not_neg,not_lpsm,12480,CIB,to_inst,89.828431,23,no
cf,type1,nob/c,not_neg,not_lpsm,3780,EXP,to_inst,66.84953,47,no
cf,type1,nob/c,not_neg,not_lpsm,11100,EXP,not_inst,54.786036,37,no
cf,type1,nob/c,not_neg,not_lpsm,14700,EXP,to_inst,62.764085,5,no
cf,type2,b/c,not_neg,not_lpsm,3660,EXP,to_inst,81.798246,35,no
ncf,type1,nob/c,not_neg,not_lpsm,15000,EXP,to_inst,54.862429,39,no
cf,type2,b/c,neg_amm,not_lpsm,3660,CIB,to_inst,87.921348,27,no
ncf,type1,nob/c,not_neg,not_lpsm,10620,CIB,to_inst,73.148148,22,no
ncf,type2,b/c,not_neg,not_lpsm,12540,EXP,not_inst,91.15099,45,no
cf,type1,nob/c,not_neg,not_lpsm,15840,EXP,not_inst,79.388715,19,no
ncf,type1,nob/c,not_neg,not_lpsm,19800,EXP,to_inst,31.758373,22,no
cf,type1,nob/c,not_neg,not_lpsm,9720,CIB,not_inst,70.712209,30,no
cf,type1,nob/c,not_neg,not_lpsm,9120,EXP,to_inst,59.943182,49,no
cf,type1,nob/c,not_neg,not_lpsm,9720,CIB,to_inst,59.401114,31,no
cf,type1,nob/c,not_neg,not_lpsm,8580,CIB,not_inst,48.877246,26,no
ncf,type1,nob/c,not_neg,not_lpsm,16980,EXP,to_inst,79.809619,42,no
cf,type1,nob/c,not_neg,not_lpsm,9000,EXP,not_inst,84.090909,30,no
cf,type1,nob/c,not_neg,not_lpsm,5760,EXP,not_inst,64.405204,36,no
cf,type1,nob/c,not_neg,not_lpsm,7560,CIB,not_inst,93.994413,32,no
cf,type1,nob/c,neg_amm,not_lpsm,29580,CIB,not_inst,70.447531,28,no
cf,type1,nob/c,not_neg,not_lpsm,1920,EXP,to_inst,75.297619,42,no
cf,type1,nob/c,neg_amm,not_lpsm,6360,EXP,to_inst,43.259804,36,no
cf,type2,b/c,not_neg,not_lpsm,5760,EXP,not_inst,99.581006,40,no
cf,type1,nob/c,not_neg,not_lpsm,9900,CIB,to_inst,63.354701,14,no
cf,type1,nob/c,not_neg,not_lpsm,5100,EXP,to_inst,73.053279,37,no
cf,type1,nob/c,not_neg,not_lpsm,7080,EXP,to_inst,78.20122,21,no
cf,type2,b/c,not_neg,not_lpsm,2040,CIB,to_inst,58.027523,45,no
?,type1,nob/c,not_neg,not_lpsm,6000,CIB,not_inst,59.393064,48,no
ncf,type1,nob/c,not_neg,not_lpsm,16440,EXP,to_inst,49.187256,27,no
cf,type1,nob/c,not_neg,not_lpsm,3960,CIB,to_inst,80.03876,32,no
cf,type1,nob/c,not_neg,not_lpsm,4080,CIB,not_inst,65.213816,45,no
cf,type1,nob/c,not_neg,not_lpsm,9960,EXP,not_inst,89.388021,39,no
cf,type1,nob/c,not_neg,not_lpsm,13020,CIB,to_inst,80.021834,37,no
cf,type1,nob/c,not_neg,not_lpsm,6180,CIB,not_inst,75.068681,43,no
cf,type1,nob/c,not_neg,not_lpsm,2760,CIB,to_inst,41.906475,42,no
cf,type1,nob/c,not_neg,not_lpsm,3420,CIB,to_inst,46.069182,24,no
cf,type3,nob/c,not_neg,not_lpsm,10380,EXP,to_inst,80.314371,21,no
cf,type1,nob/c,not_neg,not_lpsm,6600,EXP,not_inst,95.305677,38,no
cf,type1,nob/c,not_neg,not_lpsm,13680,CIB,not_inst,47.456964,21,no
cf,type1,nob/c,not_neg,not_lpsm,11880,CIB,not_inst,94.856459,29,no
cf,type2,b/c,not_neg,not_lpsm,2460,CIB,not_inst,99.242424,45,no
cf,type1,nob/c,not_neg,not_lpsm,7980,CIB,not_inst,83.30292,37,no
cf,type2,b/c,not_neg,not_lpsm,2940,CIB,to_inst,84.090909,30,no
cf,type2,b/c,not_neg,not_lpsm,4500,CIB,to_inst,91.666667,57,no
cf,type2,b/c,not_neg,not_lpsm,5820,CIB,not_inst,98.010381,46,no
cf,type1,nob/c,not_neg,not_lpsm,3360,EXP,to_inst,77.877698,46,no
cf,type1,nob/c,not_neg,not_lpsm,6180,CIB,not_inst,42.315574,44,no
cf,type1,nob/c,not_neg,not_lpsm,10380,EXP,not_inst,80.017921,44,no
cf,type1,nob/c,not_neg,not_lpsm,6420,CIB,not_inst,79.454023,43,no
cf,type3,nob/c,not_neg,not_lpsm,10080,EXP,to_inst,99.592391,36,no
cf,type1,nob/c,not_neg,not_lpsm,16200,EXP,not_inst,29.517272,46,no
cf,type1,nob/c,not_neg,not_lpsm,11520,EXP,to_inst,36.359127,35,no
ncf,type1,nob/c,not_neg,not_lpsm,4260,CIB,to_inst,79.454023,41,no
cf,type1,nob/c,not_neg,not_lpsm,3660,CIB,to_inst,59.33908,34,no
?,type1,nob/c,not_neg,not_lpsm,8100,CIB,not_inst,78.817365,34,no
cf,type2,b/c,not_neg,not_lpsm,4320,EXP,to_inst,84.090909,37,no
cf,type1,nob/c,not_neg,not_lpsm,7020,EXP,to_inst,90.07177,47,no
cf,type1,nob/c,not_neg,not_lpsm,12360,EXP,to_inst,62.583893,22,no
cf,type2,b/c,not_neg,not_lpsm,4380,EXP,to_inst,85.071942,58,no
ncf,type3,nob/c,not_neg,not_lpsm,6900,CIB,to_inst,93.787425,41,no
cf,type1,nob/c,not_neg,not_lpsm,11580,CIB,not_inst,74.497487,38,no
cf,type1,nob/c,not_neg,not_lpsm,4920,CIB,to_inst,78.20122,40,no
cf,type1,nob/c,not_neg,not_lpsm,4980,EXP,to_inst,74.280576,31,no
cf,type1,nob/c,not_neg,not_lpsm,7140,EXP,not_inst,55.345395,32,no
cf,type1,nob/c,not_neg,not_lpsm,3420,CIB,to_inst,94.471154,48,no
cf,type1,nob/c,neg_amm,not_lpsm,6780,EXP,not_inst,67.769608,42,no
cf,type1,nob/c,not_neg,not_lpsm,7320,EXP,not_inst,94.144981,46,no
cf,type1,nob/c,not_neg,not_lpsm,9660,CIB,not_inst,49.401914,58,no
cf,type1,nob/c,not_neg,not_lpsm,5340,EXP,to_inst,86.073825,36,no
cf,type1,nob/c,not_neg,not_lpsm,8340,EXP,not_inst,38.672496,47,no
cf,type1,nob/c,neg_amm,not_lpsm,9180,EXP,to_inst,78.439153,37,no
cf,type1,nob/c,not_neg,not_lpsm,1860,CIB,to_inst,81.25,41,no
cf,type1,nob/c,not_neg,not_lpsm,6420,EXP,not_inst,72.097625,38,no
cf,type1,nob/c,not_neg,not_lpsm,3000,CIB,not_inst,67.857143,44,no
cf,type2,b/c,not_neg,not_lpsm,4860,CIB,not_inst,89.304124,38,no
cf,type1,nob/c,not_neg,not_lpsm,2400,CIB,to_inst,60.551948,42,no
cf,type1,nob/c,not_neg,not_lpsm,12360,CIB,not_inst,79.06051,38,no
cf,type1,nob/c,not_neg,not_lpsm,43560,CIB,to_inst,74.497487,35,no
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,to_inst,24.933155,39,no
cf,type2,b/c,not_neg,not_lpsm,5580,EXP,not_inst,99.395161,40,no
cf,type3,nob/c,not_neg,not_lpsm,7980,EXP,to_inst,99.528302,47,no
cf,type1,nob/c,not_neg,not_lpsm,7320,EXP,not_inst,68.338323,46,no
cf,type1,nob/c,not_neg,not_lpsm,22380,CIB,to_inst,47.299383,9,no
cf,type2,b/c,not_neg,not_lpsm,4620,EXP,to_inst,85.071942,40,no
ncf,type1,nob/c,not_neg,not_lpsm,3120,CIB,not_inst,81.47482,40,no
cf,type1,nob/c,not_neg,not_lpsm,6060,EXP,to_inst,93.019481,45,no
cf,type1,nob/c,not_neg,not_lpsm,5640,CIB,not_inst,96.14094,20,no
cf,type1,nob/c,neg_amm,not_lpsm,10140,CIB,not_inst,72.696477,21,no
cf,type2,b/c,not_neg,not_lpsm,3000,CIB,not_inst,95.542636,39,no
cf,type1,nob/c,not_neg,not_lpsm,8580,EXP,not_inst,85.348361,37,no
cf,type1,nob/c,not_neg,not_lpsm,3780,CIB,not_inst,56.990132,39,no
cf,type1,nob/c,not_neg,not_lpsm,4680,EXP,to_inst,59.615385,40,no
cf,type1,nob/c,not_neg,not_lpsm,4200,EXP,not_inst,73.948598,37,no
cf,type2,b/c,not_neg,not_lpsm,2400,CIB,not_inst,83.203125,36,no
cf,type1,nob/c,not_neg,not_lpsm,3720,CIB,to_inst,75.240385,37,no
cf,type1,nob/c,not_neg,not_lpsm,4800,CIB,to_inst,65.040107,46,no
cf,type2,b/c,neg_amm,not_lpsm,2040,EXP,to_inst,72.286822,45,no
cf,type1,nob/c,not_neg,not_lpsm,7500,EXP,not_inst,33.552632,30,no
ncf,type1,nob/c,not_neg,not_lpsm,5700,CIB,to_inst,64.254386,37,no
?,type1,nob/c,not_neg,not_lpsm,6120,CIB,to_inst,93.545082,38,no
cf,type2,b/c,not_neg,not_lpsm,1800,CIB,to_inst,97.413793,26,no
ncf,type1,nob/c,not_neg,not_lpsm,9660,CIB,to_inst,80.339806,40,no
cf,type3,nob/c,not_neg,not_lpsm,4080,CIB,to_inst,103.294574,38,no
cf,type1,nob/c,not_neg,not_lpsm,3600,CIB,to_inst,78.361345,44,no
cf,type1,nob/c,not_neg,not_lpsm,6060,EXP,to_inst,79.362416,8,no
cf,type1,nob/c,not_neg,not_lpsm,7080,EXP,not_inst,59.952229,26,no
cf,type1,nob/c,not_neg,not_lpsm,6840,EXP,not_inst,89.828431,37,no
cf,type1,nob/c,neg_amm,not_lpsm,2880,EXP,to_inst,77.01005,49,no
cf,type1,nob/c,not_neg,not_lpsm,2460,CIB,to_inst,81.25,39,no
cf,type1,nob/c,not_neg,not_lpsm,11160,CIB,to_inst,94.59799,30,no
ncf,type1,nob/c,neg_amm,not_lpsm,14700,EXP,not_inst,80.320814,38,no
cf,type2,b/c,not_neg,not_lpsm,6060,CIB,to_inst,82.327586,49,no
cf,type1,nob/c,not_neg,not_lpsm,9180,EXP,not_inst,89.607558,45,no
cf,type1,nob/c,not_neg,not_lpsm,4440,CIB,to_inst,54.058442,38,no
cf,type1,nob/c,not_neg,not_lpsm,9120,CIB,not_inst,66.959799,20,no
cf,type1,nob/c,neg_amm,not_lpsm,4140,CIB,to_inst,92.640187,47,no
cf,type1,nob/c,not_neg,not_lpsm,8400,CIB,to_inst,67.137097,26,no
cf,type1,nob/c,neg_amm,not_lpsm,13740,CIB,to_inst,53.281623,20,no
cf,type1,nob/c,not_neg,not_lpsm,8760,CIB,not_inst,38.048369,28,no
cf,type1,nob/c,not_neg,not_lpsm,7320,EXP,not_inst,96.957672,35,no
cf,type1,nob/c,not_neg,not_lpsm,2220,EXP,to_inst,83.244681,38,no
cf,type3,nob/c,not_neg,not_lpsm,5340,EXP,to_inst,90.396341,32,no
cf,type1,nob/c,neg_amm,not_lpsm,15720,EXP,not_inst,69.522145,36,no
ncf,type3,nob/c,not_neg,not_lpsm,4620,CIB,to_inst,102.374302,51,no
cf,type1,nob/c,not_neg,not_lpsm,8400,CIB,not_inst,81.25,22,no
cf,type1,nob/c,not_neg,not_lpsm,9540,CIB,not_inst,73.471616,49,no
cf,type1,nob/c,not_neg,not_lpsm,5700,CIB,not_inst,68.822394,43,no
cf,type1,nob/c,neg_amm,not_lpsm,4980,EXP,to_inst,61.678201,48,no
cf,type1,nob/c,not_neg,not_lpsm,9660,CIB,not_inst,79.03423,45,no
cf,type1,nob/c,not_neg,not_lpsm,8400,CIB,not_inst,67.976589,39,no
ncf,type2,b/c,not_neg,not_lpsm,6120,EXP,to_inst,90.680473,52,no
cf,type1,nob/c,not_neg,not_lpsm,9960,CIB,to_inst,93.238994,22,no
cf,type1,nob/c,not_neg,not_lpsm,3420,CIB,to_inst,66.061453,22,no
cf,type2,b/c,not_neg,not_lpsm,5100,CIB,to_inst,78.20122,47,no
cf,type1,nob/c,not_neg,not_lpsm,9660,CIB,to_inst,85.630841,24,no
cf,type1,nob/c,not_neg,not_lpsm,1680,CIB,to_inst,56.648936,33,no
cf,type1,nob/c,not_neg,not_lpsm,7200,EXP,not_inst,84.040179,37,no
cf,type1,nob/c,not_neg,not_lpsm,12420,CIB,to_inst,39.083904,31,no
cf,type1,nob/c,neg_amm,not_lpsm,12420,EXP,to_inst,79.682274,25,no
cf,type1,nob/c,not_neg,not_lpsm,4200,CIB,to_inst,79.522613,45,no
cf,type1,nob/c,not_neg,not_lpsm,10020,EXP,to_inst,68.415179,44,no
cf,type1,nob/c,not_neg,not_lpsm,4740,CIB,to_inst,69.957983,32,no
cf,type1,nob/c,not_neg,not_lpsm,2100,EXP,to_inst,41.987179,46,no
cf,type2,b/c,neg_amm,not_lpsm,6840,EXP,to_inst,97.181373,43,no
cf,type1,nob/c,not_neg,not_lpsm,14280,EXP,not_inst,55.289532,19,no
cf,type1,nob/c,neg_amm,not_lpsm,7200,CIB,not_inst,63.297872,48,no
cf,type2,b/c,not_neg,not_lpsm,2520,CIB,to_inst,73.989899,59,no
cf,type1,nob/c,not_neg,not_lpsm,5100,EXP,not_inst,87.225705,49,no
cf,type1,nob/c,not_neg,not_lpsm,6060,EXP,to_inst,66.240157,30,no
cf,type1,nob/c,not_neg,not_lpsm,3720,CIB,to_inst,70.502645,40,no
cf,type1,nob/c,not_neg,not_lpsm,3060,CIB,to_inst,75.297619,22,no
cf,type1,nob/c,not_neg,not_lpsm,3180,CIB,to_inst,36.082996,46,no
cf,type1,nob/c,not_neg,not_lpsm,2520,CIB,not_inst,61.934673,47,no
cf,type1,nob/c,not_neg,not_lpsm,8700,CIB,to_inst,55.781938,36,no
cf,type2,b/c,not_neg,not_lpsm,5520,EXP,not_inst,96.695402,43,no
cf,type1,nob/c,not_neg,not_lpsm,4080,CIB,to_inst,76.162791,30,no
cf,type1,nob/c,not_neg,not_lpsm,5520,CIB,to_inst,70.833333,41,no
cf,type1,nob/c,not_neg,not_lpsm,8760,CIB,to_inst,64.886578,44,no
cf,type1,nob/c,not_neg,not_lpsm,2580,EXP,to_inst,99.311927,46,no
cf,type1,nob/c,not_neg,not_lpsm,18300,EXP,not_inst,73.698885,32,no
cf,type1,nob/c,not_neg,not_lpsm,9120,CIB,to_inst,70.424837,40,no
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,to_inst,69.472362,40,no
cf,type1,nob/c,not_neg,not_lpsm,14880,EXP,not_inst,52.249357,44,no
cf,type1,nob/c,not_neg,not_lpsm,4980,CIB,not_inst,51.765537,49,no
cf,type1,nob/c,not_neg,not_lpsm,3540,CIB,to_inst,54.610656,37,no
cf,type1,nob/c,not_neg,not_lpsm,7380,EXP,to_inst,71.067416,14,no
cf,type1,nob/c,not_neg,not_lpsm,6660,EXP,not_inst,48.176393,47,no
cf,type1,nob/c,not_neg,not_lpsm,5760,EXP,to_inst,93.238994,33,no
cf,type1,nob/c,not_neg,not_lpsm,3120,CIB,to_inst,59.920635,44,no
cf,type3,nob/c,not_neg,not_lpsm,2820,CIB,to_inst,86.184211,43,no
cf,type1,nob/c,not_neg,not_lpsm,15060,EXP,not_inst,63.382688,22,no
cf,type1,nob/c,not_neg,not_lpsm,5580,EXP,to_inst,69.69914,46,no
cf,type2,b/c,not_neg,not_lpsm,6420,EXP,not_inst,97.690763,36,no
cf,type1,nob/c,not_neg,not_lpsm,1980,CIB,to_inst,84.42029,48,no
ncf,type1,nob/c,not_neg,not_lpsm,7680,EXP,to_inst,51.569038,30,no
cf,type1,nob/c,not_neg,not_lpsm,4800,CIB,not_inst,72.849462,44,no
cf,type1,nob/c,not_neg,not_lpsm,3540,CIB,not_inst,99.342105,36,no
cf,type1,nob/c,not_neg,not_lpsm,1620,CIB,to_inst,58.838384,48,no
cf,type1,nob/c,not_neg,not_lpsm,6060,CIB,not_inst,78.994845,41,no
ncf,type1,nob/c,not_neg,not_lpsm,4020,CIB,to_inst,81.25,38,no
cf,type1,nob/c,not_neg,not_lpsm,12120,CIB,not_inst,59.615385,27,no
cf,type1,nob/c,not_neg,not_lpsm,9180,EXP,not_inst,89.607558,45,no
cf,type1,nob/c,not_neg,not_lpsm,4680,CIB,not_inst,83.805031,33,no
cf,type1,nob/c,not_neg,not_lpsm,4560,EXP,to_inst,64.121339,39,no
cf,type1,nob/c,not_neg,not_lpsm,5760,CIB,to_inst,74.641577,44,no
cf,type1,nob/c,not_neg,not_lpsm,5460,CIB,to_inst,54.179331,44,no
?,type1,nob/c,not_neg,not_lpsm,7320,CIB,to_inst,46.394231,47,no
cf,type1,nob/c,not_neg,not_lpsm,4020,CIB,to_inst,41.388309,42,no
cf,type1,nob/c,not_neg,not_lpsm,16020,EXP,not_inst,77.37467,36,no
cf,type1,nob/c,not_neg,not_lpsm,8820,CIB,not_inst,60.325132,41,no
cf,type1,nob/c,not_neg,not_lpsm,2220,CIB,to_inst,41.071429,39,no
cf,type1,nob/c,not_neg,not_lpsm,27900,CIB,not_inst,51.717033,30,no
cf,type1,nob/c,not_neg,not_lpsm,5880,EXP,to_inst,78.716216,30,no
cf,type1,nob/c,not_neg,lpsm,13140,CIB,not_inst,44.236884,25,no
cf,type1,nob/c,not_neg,not_lpsm,3360,CIB,to_inst,73.538961,36,no
cf,type1,nob/c,not_neg,not_lpsm,6480,CIB,to_inst,95.405983,49,no
cf,type3,nob/c,neg_amm,not_lpsm,2760,EXP,to_inst,90.570175,59,no
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,not_inst,69.012945,49,no
cf,type1,nob/c,not_neg,not_lpsm,2520,CIB,to_inst,61.554622,49,no
cf,type1,nob/c,not_neg,not_lpsm,11340,EXP,not_inst,79.089862,40,no
cf,type1,nob/c,not_neg,not_lpsm,10920,EXP,not_inst,74.749373,34,no
cf,type1,nob/c,not_neg,not_lpsm,5940,EXP,to_inst,84.266409,48,no
cf,type1,nob/c,not_neg,not_lpsm,11580,EXP,to_inst,95.305677,39,no
cf,type1,nob/c,not_neg,not_lpsm,7140,CIB,not_inst,71.004098,31,no
cf,type1,nob/c,not_neg,not_lpsm,6420,EXP,not_inst,35.367063,45,no
cf,type2,b/c,not_neg,not_lpsm,9180,CIB,to_inst,86.726804,54,no
cf,type1,nob/c,not_neg,not_lpsm,4620,CIB,not_inst,70.177165,46,no
cf,type1,nob/c,not_neg,not_lpsm,4020,EXP,to_inst,80.063291,37,no
cf,type1,nob/c,not_neg,not_lpsm,4140,CIB,to_inst,78.846154,38,no
cf,type1,nob/c,not_neg,not_lpsm,5820,CIB,not_inst,78.609155,48,no
cf,type1,nob/c,not_neg,lpsm,6240,EXP,to_inst,77.34375,41,no
cf,type2,b/c,not_neg,not_lpsm,4320,CIB,not_inst,95.168067,37,no
cf,type2,b/c,not_neg,not_lpsm,5040,EXP,not_inst,88.56383,39,no
cf,type1,nob/c,not_neg,not_lpsm,1380,CIB,to_inst,51.201923,49,no
cf,type3,nob/c,not_neg,not_lpsm,7320,EXP,not_inst,63.354701,37,no
cf,type1,nob/c,not_neg,not_lpsm,2400,EXP,to_inst,69.970414,45,no
